packaged fruit/vegetables,seasonal products
yogurt,frozen potato products
yogurt,salty snack
frozen potato products,bottled water
frozen potato products,fruit/vegetable juice
frozen potato products,salty snack
margarine,salty snack
herbs,yogurt
citrus fruit,spread cheese
tropical fruit,beverages
beverages,white bread
beverages,pasta
white bread,shopping bags
soda,female sanitary products
coffee,chewing gum
coffee,chocolate marshmallow
tropical fruit,frozen vegetables
tropical fruit,honey
tropical fruit,chocolate marshmallow
root vegetables,honey
whole milk,chocolate marshmallow
frozen vegetables,honey
frozen vegetables,chocolate marshmallow
honey,baking powder
honey,coffee
honey,red/blush wine
honey,chocolate marshmallow
baking powder,coffee
baking powder,red/blush wine
baking powder,chocolate marshmallow
red/blush wine,chocolate marshmallow
pork,butter milk
tropical fruit,UHT-milk
pip fruit,UHT-milk
UHT-milk,domestic eggs
UHT-milk,hygiene articles
UHT-milk,napkins
UHT-milk,shopping bags
domestic eggs,shopping bags
hygiene articles,shopping bags
sausage,cereals
cereals,bottled water
onions,fruit/vegetable juice
soda,snack products
snack products,newspapers
other vegetables,kitchen towels
other vegetables,candles
curd,kitchen towels
curd,candles
frozen meals,frozen potato products
frozen meals,kitchen towels
frozen meals,candles
frozen potato products,bottled beer
frozen potato products,kitchen towels
frozen potato products,candles
soda,kitchen towels
soda,candles
bottled beer,kitchen towels
bottled beer,candles
kitchen towels,candles
curd,spices
whipped/sour cream,zwieback
zwieback,spices
herbs,curd
long life bakery product,detergent
frozen vegetables,liquor (appetizer)
frozen vegetables,chewing gum
bottled beer,newspapers
liquor (appetizer),chewing gum
hamburger meat,roll products
domestic eggs,roll products
roll products,oil
roll products,hygiene articles
root vegetables,white wine
other vegetables,white wine
whole milk,white wine
yogurt,white wine
fruit/vegetable juice,white wine
hamburger meat,UHT-milk
UHT-milk,salty snack
pip fruit,rum
curd,rum
grapes,frozen vegetables
grapes,domestic eggs
grapes,white wine
domestic eggs,white wine
packaged fruit/vegetables,butter
packaged fruit/vegetables,whipped/sour cream
packaged fruit/vegetables,rolls/buns
frozen vegetables,canned beer
canned beer,salty snack
cling film/bags,potted plants
baking powder,bottled beer
pork,hard cheese
pork,frozen meals
pork,frozen dessert
pork,domestic eggs
pork,cereals
pork,baking powder
pork,soap
tropical fruit,soap
whole milk,soap
curd,soap
yogurt,hard cheese
yogurt,baking powder
yogurt,soap
hard cheese,cereals
hard cheese,baking powder
hard cheese,soap
frozen meals,frozen dessert
frozen meals,baking powder
frozen meals,soap
frozen dessert,domestic eggs
frozen dessert,baking powder
frozen dessert,soap
domestic eggs,soap
cereals,baking powder
cereals,soap
baking powder,soap
fruit/vegetable juice,soap
chicken,pastry
dish cleaner,dishes
whipped/sour cream,specialty bar
citrus fruit,rubbing alcohol
tropical fruit,rubbing alcohol
berries,butter
berries,rubbing alcohol
root vegetables,rubbing alcohol
other vegetables,rubbing alcohol
whole milk,rubbing alcohol
butter,rubbing alcohol
bottled water,rubbing alcohol
rubbing alcohol,hygiene articles
rubbing alcohol,napkins
processed cheese,pastry
frankfurter,candy
ham,white wine
rolls/buns,white wine
pip fruit,canned fish
pork,bottled water
pasta,bottled water
hamburger meat,mustard
hamburger meat,soap
citrus fruit,mustard
citrus fruit,soap
mustard,soap
meat,yogurt
meat,chocolate
meat,newspapers
bottled beer,chocolate
tropical fruit,seasonal products
curd,seasonal products
yogurt,seasonal products
rolls/buns,seasonal products
brown bread,seasonal products
bottled water,seasonal products
bottled beer,seasonal products
beef,specialty bar
citrus fruit,specialty bar
curd,oil
oil,specialty bar
margarine,specialty bar
specialty bar,newspapers
meat,pork
meat,beef
meat,pickled vegetables
pork,pickled vegetables
citrus fruit,pickled vegetables
meat,packaged fruit/vegetables
hamburger meat,packaged fruit/vegetables
root vegetables,newspapers
soda,long life bakery product
red/blush wine,long life bakery product
long life bakery product,newspapers
pastry,canned beer
pork,sauces
whole milk,sauces
pastry,sauces
pip fruit,light bulbs
pip fruit,newspapers
sliced cheese,pastry
sliced cheese,white wine
sliced cheese,light bulbs
sliced cheese,newspapers
pastry,white wine
pastry,light bulbs
white wine,light bulbs
white wine,newspapers
light bulbs,newspapers
beef,UHT-milk
beef,skin care
tropical fruit,skin care
yogurt,UHT-milk
UHT-milk,skin care
frozen vegetables,skin care
bottled water,skin care
beef,kitchen towels
citrus fruit,kitchen towels
berries,kitchen towels
brown bread,kitchen towels
sugar,kitchen towels
coffee,kitchen towels
citrus fruit,herbs
herbs,butter
herbs,canned vegetables
herbs,misc. beverages
butter,canned vegetables
butter,misc. beverages
frozen vegetables,misc. beverages
canned vegetables,misc. beverages
meat,herbs
meat,frozen dessert
meat,semi-finished bread
meat,flour
meat,coffee
meat,potted plants
beef,semi-finished bread
beef,potted plants
herbs,frozen dessert
herbs,semi-finished bread
herbs,coffee
herbs,potted plants
frozen dessert,semi-finished bread
frozen dessert,oil
frozen dessert,coffee
frozen dessert,potted plants
semi-finished bread,flour
semi-finished bread,oil
semi-finished bread,coffee
semi-finished bread,potted plants
flour,oil
flour,coffee
flour,potted plants
oil,potted plants
coffee,potted plants
ham,margarine
ham,hair spray
whole milk,hair spray
white bread,hair spray
margarine,hair spray
hamburger meat,ketchup
hamburger meat,soups
hamburger meat,Instant food products
hamburger meat,canned fish
whole milk,ketchup
oil,ketchup
oil,soups
oil,Instant food products
oil,canned fish
ketchup,soups
ketchup,Instant food products
ketchup,canned fish
ketchup,coffee
ketchup,bottled beer
ketchup,hygiene articles
ketchup,newspapers
soups,Instant food products
soups,canned fish
soups,coffee
soups,bottled beer
soups,newspapers
Instant food products,canned fish
Instant food products,coffee
Instant food products,bottled beer
Instant food products,hygiene articles
Instant food products,newspapers
canned fish,coffee
canned fish,bottled beer
canned fish,newspapers
bottled beer,hygiene articles
beef,processed cheese
beef,fruit/vegetable juice
citrus fruit,sliced cheese
other vegetables,processed cheese
butter milk,processed cheese
sliced cheese,processed cheese
sliced cheese,margarine
processed cheese,rolls/buns
processed cheese,margarine
processed cheese,bottled water
processed cheese,fruit/vegetable juice
beef,roll products
beef,tea
citrus fruit,roll products
whole milk,roll products
pastry,roll products
pastry,tea
roll products,tea
roll products,fruit/vegetable juice
tea,fruit/vegetable juice
citrus fruit,grapes
citrus fruit,liquor
citrus fruit,rum
citrus fruit,liquor (appetizer)
citrus fruit,cling film/bags
tropical fruit,grapes
tropical fruit,liquor
tropical fruit,liquor (appetizer)
grapes,pickled vegetables
grapes,fruit/vegetable juice
grapes,liquor
grapes,rum
grapes,liquor (appetizer)
grapes,candy
grapes,cling film/bags
other vegetables,liquor
other vegetables,rum
other vegetables,cling film/bags
frozen vegetables,pickled vegetables
frozen vegetables,liquor
frozen vegetables,rum
pickled vegetables,fruit/vegetable juice
pickled vegetables,liquor
pickled vegetables,rum
pickled vegetables,liquor (appetizer)
pickled vegetables,candy
pickled vegetables,cling film/bags
fruit/vegetable juice,liquor
fruit/vegetable juice,rum
fruit/vegetable juice,liquor (appetizer)
fruit/vegetable juice,cling film/bags
liquor,rum
liquor,liquor (appetizer)
liquor,candy
liquor,cling film/bags
rum,liquor (appetizer)
rum,candy
rum,cling film/bags
liquor (appetizer),candy
liquor (appetizer),cling film/bags
tropical fruit,canned fish
tropical fruit,long life bakery product
root vegetables,canned fish
whipped/sour cream,brown bread
brown bread,canned fish
brown bread,long life bakery product
canned fish,long life bakery product
beef,salty snack
brown bread,abrasive cleaner
pastry,salty snack
pastry,abrasive cleaner
salty snack,abrasive cleaner
abrasive cleaner,shopping bags
rolls/buns,meat spreads
meat spreads,bottled water
meat spreads,misc. beverages
meat spreads,waffles
meat spreads,candy
misc. beverages,waffles
citrus fruit,Instant food products
Instant food products,bottled water
Instant food products,soda
Instant food products,fruit/vegetable juice
Instant food products,napkins
canned fish,bottled water
canned fish,soda
canned fish,fruit/vegetable juice
domestic eggs,chewing gum
chewing gum,shopping bags
onions,white bread
onions,canned beer
white bread,canned beer
chicken,herbs
chicken,soups
chicken,dish cleaner
chicken,cling film/bags
hamburger meat,herbs
hamburger meat,dish cleaner
hamburger meat,cling film/bags
herbs,soups
herbs,soda
herbs,canned beer
herbs,dish cleaner
herbs,napkins
whipped/sour cream,soups
soups,canned beer
soups,dish cleaner
soups,cling film/bags
canned beer,dish cleaner
canned beer,cling film/bags
dish cleaner,cling film/bags
cream cheese,canned beer
citrus fruit,potato products
citrus fruit,long life bakery product
other vegetables,potato products
curd,potato products
yogurt,potato products
potato products,fruit/vegetable juice
potato products,long life bakery product
frankfurter,female sanitary products
citrus fruit,female sanitary products
butter milk,UHT-milk
butter milk,female sanitary products
UHT-milk,female sanitary products
rolls/buns,female sanitary products
female sanitary products,shopping bags
citrus fruit,bottled beer
bottled beer,salty snack
onions,curd
hard cheese,chocolate marshmallow
frankfurter,coffee
frankfurter,chocolate marshmallow
frankfurter,soap
hamburger meat,waffles
hamburger meat,chocolate marshmallow
rolls/buns,potato products
rolls/buns,soap
potato products,mustard
potato products,coffee
potato products,waffles
potato products,chocolate marshmallow
potato products,soap
potato products,newspapers
mustard,waffles
mustard,chocolate marshmallow
coffee,soap
waffles,chocolate marshmallow
waffles,soap
waffles,newspapers
chocolate marshmallow,soap
chocolate marshmallow,newspapers
soap,newspapers
meat,pip fruit
meat,pastry
meat,sugar
meat,candles
tropical fruit,candles
tropical fruit,potted plants
pip fruit,candles
pip fruit,potted plants
pastry,candles
pastry,potted plants
sugar,candles
sugar,potted plants
coffee,candles
candles,potted plants
pork,beverages
sliced cheese,cat food
sliced cheese,detergent
margarine,cat food
margarine,dishes
cat food,dishes
cat food,shopping bags
detergent,dishes
frankfurter,vinegar
ham,vinegar
ham,napkins
yogurt,vinegar
rolls/buns,vinegar
pastry,vinegar
vinegar,sugar
vinegar,soda
vinegar,fruit/vegetable juice
beef,specialty chocolate
brown bread,specialty chocolate
chicken,beef
chicken,specialty chocolate
root vegetables,chocolate
sliced cheese,frozen vegetables
sliced cheese,frozen dessert
frozen vegetables,frozen fish
frozen vegetables,frozen dessert
frozen vegetables,chocolate
frozen fish,frozen dessert
frozen dessert,chocolate
frozen meals,rolls/buns
yogurt,jam
salt,jam
salt,sparkling wine
salt,cleaner
jam,sparkling wine
jam,cleaner
sparkling wine,cleaner
curd,artif. sweetener
curd,dental care
UHT-milk,artif. sweetener
UHT-milk,dental care
artif. sweetener,dental care
brown bread,pasta
brown bread,napkins
pasta,margarine
pasta,newspapers
margarine,napkins
pork,UHT-milk
pork,canned beer
UHT-milk,canned beer
other vegetables,cleaner
curd,cleaner
yogurt,curd cheese
curd cheese,margarine
curd cheese,cleaner
curd cheese,hygiene articles
margarine,cleaner
cleaner,hygiene articles
canned beer,white wine
canned beer,long life bakery product
white wine,long life bakery product
frankfurter,roll products
pip fruit,roll products
snack products,shopping bags
chicken,onions
chicken,brown bread
chicken,white wine
chicken,red/blush wine
onions,brown bread
onions,white wine
onions,red/blush wine
brown bread,white wine
white wine,red/blush wine
onions,dishes
turkey,yogurt
turkey,oil
turkey,hygiene articles
turkey,shopping bags
brown bread,oil
oil,shopping bags
frankfurter,ready soups
frankfurter,instant coffee
citrus fruit,instant coffee
pastry,ready soups
pastry,instant coffee
margarine,instant coffee
ready soups,instant coffee
ready soups,shopping bags
instant coffee,shopping bags
UHT-milk,frozen dessert
UHT-milk,fruit/vegetable juice
UHT-milk,decalcifier
UHT-milk,newspapers
frozen dessert,decalcifier
frozen dessert,newspapers
fruit/vegetable juice,decalcifier
decalcifier,newspapers
sliced cheese,oil
domestic eggs,candles
rolls/buns,candles
packaged fruit/vegetables,candles
canned beer,candles
white wine,salty snack
white wine,napkins
meat,domestic eggs
onions,bottled beer
onions,liquor (appetizer)
whole milk,liquor (appetizer)
bottled beer,detergent
liquor (appetizer),dishes
frankfurter,organic products
grapes,butter milk
grapes,UHT-milk
grapes,brown bread
grapes,margarine
grapes,organic products
other vegetables,organic products
butter milk,organic products
UHT-milk,brown bread
UHT-milk,organic products
brown bread,organic products
margarine,organic products
margarine,soda
organic products,bottled water
organic products,soda
chicken,hygiene articles
onions,herbs
sausage,seasonal products
frankfurter,abrasive cleaner
frankfurter,flower (seeds)
rolls/buns,abrasive cleaner
soda,flower (seeds)
abrasive cleaner,newspapers
abrasive cleaner,flower (seeds)
newspapers,flower (seeds)
pastry,flour
flour,rum
curd,potted plants
bottled beer,potted plants
ice cream,sugar
ice cream,flower (seeds)
sugar,flower (seeds)
pork,semi-finished bread
pork,bottled beer
semi-finished bread,bottled beer
semi-finished bread,newspapers
frankfurter,chicken
chicken,pork
chicken,butter milk
chicken,cream cheese
chicken,frozen dessert
chicken,domestic eggs
chicken,sugar
chicken,baking powder
pork,cream cheese
butter milk,frozen dessert
butter milk,domestic eggs
butter milk,baking powder
whipped/sour cream,baking powder
frankfurter,packaged fruit/vegetables
frankfurter,cat food
onions,packaged fruit/vegetables
onions,cat food
cat food,bottled water
frozen dessert,brandy
chicken,packaged fruit/vegetables
chicken,condensed milk
chicken,frozen vegetables
chicken,fruit/vegetable juice
packaged fruit/vegetables,condensed milk
condensed milk,fruit/vegetable juice
grapes,zwieback
grapes,Instant food products
grapes,dishes
zwieback,Instant food products
zwieback,dishes
Instant food products,dishes
citrus fruit,seasonal products
whipped/sour cream,seasonal products
cream cheese,seasonal products
cream cheese,napkins
baking powder,seasonal products
baking powder,napkins
seasonal products,napkins
finished products,root vegetables
finished products,packaged fruit/vegetables
finished products,yogurt
finished products,specialty cheese
finished products,ice cream
finished products,soda
root vegetables,ice cream
packaged fruit/vegetables,specialty cheese
packaged fruit/vegetables,bottled beer
yogurt,ice cream
specialty cheese,ice cream
specialty cheese,bottled beer
frozen vegetables,ice cream
ice cream,soda
ice cream,bottled beer
onions,flour
other vegetables,chocolate marshmallow
cream cheese,chocolate marshmallow
tea,chocolate
tea,chocolate marshmallow
chocolate,chocolate marshmallow
ham,turkey
ham,potted plants
turkey,whole milk
turkey,potted plants
other vegetables,potted plants
canned beer,chewing gum
ham,chicken
ham,berries
ham,onions
ham,liquor (appetizer)
ham,cake bar
ham,seasonal products
ham,skin care
chicken,berries
chicken,curd
chicken,margarine
chicken,liquor (appetizer)
chicken,cake bar
chicken,seasonal products
chicken,skin care
citrus fruit,cake bar
berries,frozen vegetables
berries,liquor (appetizer)
berries,candy
berries,seasonal products
berries,skin care
onions,margarine
onions,cake bar
onions,seasonal products
onions,skin care
yogurt,liquor (appetizer)
yogurt,cake bar
frozen vegetables,cake bar
margarine,liquor (appetizer)
margarine,cake bar
margarine,seasonal products
margarine,skin care
soda,skin care
liquor (appetizer),cake bar
liquor (appetizer),seasonal products
liquor (appetizer),skin care
cake bar,candy
cake bar,seasonal products
cake bar,skin care
candy,seasonal products
candy,skin care
seasonal products,skin care
packaged fruit/vegetables,margarine
packaged fruit/vegetables,long life bakery product
dessert,UHT-milk
meat,specialty bar
chicken,UHT-milk
chicken,coffee
chicken,house keeping products
UHT-milk,house keeping products
long life bakery product,house keeping products
pet care,bottled water
hamburger meat,brown bread
hamburger meat,flower (seeds)
domestic eggs,flower (seeds)
brown bread,flower (seeds)
bottled water,flower (seeds)
chicken,grapes
chicken,mayonnaise
grapes,whipped/sour cream
grapes,mayonnaise
whipped/sour cream,mayonnaise
tropical fruit,female sanitary products
grapes,canned fruit
grapes,misc. beverages
grapes,female sanitary products
grapes,shopping bags
yogurt,canned fruit
yogurt,female sanitary products
rolls/buns,canned fruit
margarine,canned fruit
margarine,female sanitary products
canned fruit,bottled water
canned fruit,soda
canned fruit,candy
canned fruit,female sanitary products
canned fruit,shopping bags
bottled water,female sanitary products
misc. beverages,female sanitary products
misc. beverages,shopping bags
candy,female sanitary products
sausage,berries
butter,cat food
root vegetables,soups
packaged fruit/vegetables,pasta
packaged fruit/vegetables,soups
packaged fruit/vegetables,baking powder
whipped/sour cream,detergent
frozen vegetables,soups
rolls/buns,soups
pasta,soups
pasta,baking powder
soups,baking powder
soups,detergent
baking powder,soda
baking powder,detergent
butter,coffee
whipped/sour cream,newspapers
semi-finished bread,long life bakery product
frankfurter,beverages
pork,waffles
beverages,frozen meals
sausage,frozen fish
frozen fish,margarine
frozen fish,specialty bar
frozen vegetables,brown bread
frozen vegetables,pastry
pastry,photo/film
bottled water,photo/film
newspapers,photo/film
pork,fish
pork,flour
fish,whole milk
fish,butter
fish,curd
fish,yogurt
fish,whipped/sour cream
fish,flour
fish,sugar
flour,sugar
whole milk,chewing gum
root vegetables,potted plants
butter,mustard
whipped/sour cream,oil
whipped/sour cream,mustard
mustard,bottled beer
pip fruit,female sanitary products
herbs,female sanitary products
herbs,shopping bags
other vegetables,female sanitary products
whole milk,female sanitary products
coffee,female sanitary products
female sanitary products,hygiene articles
dessert,rice
tropical fruit,organic products
curd,organic products
organic products,newspapers
beef,candles
root vegetables,candles
soft cheese,hard cheese
soft cheese,pasta
soft cheese,candles
hard cheese,coffee
hard cheese,candles
domestic eggs,pasta
pasta,coffee
pasta,candles
chicken,white bread
grapes,oil
grapes,candles
grapes,newspapers
pastry,oil
candles,newspapers
meat,soft cheese
meat,margarine
meat,fruit/vegetable juice
beef,frozen meals
whipped/sour cream,potted plants
soft cheese,margarine
soft cheese,potted plants
frozen meals,margarine
frozen meals,potted plants
margarine,potted plants
fruit/vegetable juice,potted plants
citrus fruit,potted plants
herbs,bottled beer
bottled water,potted plants
meat,napkins
beverages,margarine
beverages,chocolate
beverages,napkins
beverages,newspapers
margarine,chocolate
turkey,bottled beer
turkey,specialty chocolate
bottled beer,specialty chocolate
citrus fruit,dog food
onions,mustard
onions,dog food
curd,dog food
yogurt,dog food
rolls/buns,dog food
pasta,mustard
mustard,dog food
dog food,canned beer
packaged fruit/vegetables,pastry
nuts/prunes,whole milk
nuts/prunes,semi-finished bread
nuts/prunes,jam
nuts/prunes,soda
nuts/prunes,potted plants
nuts/prunes,shopping bags
whole milk,jam
semi-finished bread,jam
semi-finished bread,soda
jam,soda
jam,potted plants
jam,shopping bags
soda,potted plants
potted plants,shopping bags
other vegetables,sparkling wine
packaged fruit/vegetables,flour
packaged fruit/vegetables,sugar
packaged fruit/vegetables,sparkling wine
packaged fruit/vegetables,dishes
butter,sparkling wine
whipped/sour cream,sparkling wine
whipped/sour cream,dishes
flour,soda
flour,sparkling wine
sugar,sparkling wine
sugar,dishes
coffee,sparkling wine
soda,sparkling wine
sparkling wine,dishes
fish,berries
fish,dessert
fish,spread cheese
fish,white wine
fish,red/blush wine
berries,white wine
berries,red/blush wine
other vegetables,spread cheese
dessert,white wine
yogurt,red/blush wine
spread cheese,coffee
spread cheese,white wine
spread cheese,red/blush wine
coffee,white wine
whole milk,instant coffee
curd,instant coffee
frozen vegetables,instant coffee
domestic eggs,instant coffee
sugar,instant coffee
instant coffee,newspapers
tropical fruit,specialty chocolate
berries,sliced cheese
berries,hard cheese
yogurt,specialty chocolate
whipped/sour cream,specialty chocolate
sliced cheese,hard cheese
sliced cheese,specialty chocolate
sliced cheese,napkins
hard cheese,specialty chocolate
specialty chocolate,napkins
sausage,artif. sweetener
sausage,ready soups
pork,ready soups
other vegetables,ready soups
frozen fish,semi-finished bread
frozen fish,artif. sweetener
frozen fish,ready soups
frozen fish,bottled water
frozen fish,hygiene articles
rolls/buns,artif. sweetener
rolls/buns,ready soups
semi-finished bread,artif. sweetener
artif. sweetener,ready soups
artif. sweetener,bottled water
artif. sweetener,hygiene articles
artif. sweetener,newspapers
ready soups,bottled water
ready soups,hygiene articles
ready soups,newspapers
meat,waffles
meat,dishes
beverages,dishes
cream cheese,dishes
chicken,rum
pip fruit,packaged fruit/vegetables
pip fruit,abrasive cleaner
root vegetables,rum
packaged fruit/vegetables,rum
packaged fruit/vegetables,abrasive cleaner
margarine,abrasive cleaner
sugar,rum
sugar,long life bakery product
sugar,abrasive cleaner
rum,long life bakery product
rum,abrasive cleaner
long life bakery product,abrasive cleaner
berries,organic products
whole milk,organic products
whipped/sour cream,organic products
organic products,fruit/vegetable juice
organic products,shopping bags
frozen meals,misc. beverages
chicken,bottled beer
chicken,nuts/prunes
chicken,spread cheese
chicken,frozen potato products
chicken,Instant food products
pork,nuts/prunes
pork,spread cheese
pork,Instant food products
hamburger meat,nuts/prunes
hamburger meat,spread cheese
hamburger meat,frozen potato products
pip fruit,nuts/prunes
pip fruit,spread cheese
pip fruit,Instant food products
nuts/prunes,root vegetables
nuts/prunes,other vegetables
nuts/prunes,spread cheese
nuts/prunes,frozen potato products
nuts/prunes,brown bread
nuts/prunes,Instant food products
nuts/prunes,fruit/vegetable juice
root vegetables,frozen potato products
spread cheese,frozen potato products
spread cheese,Instant food products
frozen potato products,brown bread
frozen potato products,Instant food products
frozen potato products,shopping bags
brown bread,Instant food products
Instant food products,shopping bags
herbs,hard cheese
herbs,brown bread
herbs,salty snack
hard cheese,brown bread
frankfurter,ice cream
sausage,packaged fruit/vegetables
packaged fruit/vegetables,sliced cheese
sliced cheese,ice cream
berries,instant coffee
frozen vegetables,pet care
pet care,instant coffee
chicken,beverages
citrus fruit,abrasive cleaner
berries,beverages
curd,abrasive cleaner
beverages,abrasive cleaner
UHT-milk,dishes
fruit/vegetable juice,dishes
dishes,newspapers
root vegetables,dog food
whole milk,brandy
white bread,sweet spreads
white bread,dog food
white bread,brandy
brown bread,sweet spreads
brown bread,dog food
brown bread,brandy
sweet spreads,dog food
sweet spreads,brandy
dog food,brandy
brandy,shopping bags
sausage,specialty chocolate
rolls/buns,specialty chocolate
sausage,baking powder
ham,packaged fruit/vegetables
berries,baking powder
sliced cheese,baking powder
pastry,baking powder
beef,cream cheese
beverages,coffee
beef,Instant food products
Instant food products,canned beer
berries,flour
beverages,flour
beverages,oil
flour,chocolate
flour,newspapers
grapes,processed cheese
grapes,white bread
rolls/buns,white bread
potato products,flower (seeds)
chicken,bathroom cleaner
hamburger meat,bathroom cleaner
UHT-milk,bathroom cleaner
canned beer,bathroom cleaner
bathroom cleaner,newspapers
chicken,salt
other vegetables,salt
fish,cream cheese
frozen meals,brown bread
frozen meals,napkins
pork,vinegar
pork,red/blush wine
frozen vegetables,vinegar
brown bread,vinegar
vinegar,bottled beer
vinegar,red/blush wine
cake bar,newspapers
grapes,salty snack
sliced cheese,artif. sweetener
domestic eggs,artif. sweetener
artif. sweetener,shopping bags
tropical fruit,curd cheese
tropical fruit,ice cream
soft cheese,spread cheese
soft cheese,curd cheese
soft cheese,ice cream
soft cheese,pastry
hard cheese,spread cheese
hard cheese,curd cheese
hard cheese,ice cream
spread cheese,curd cheese
spread cheese,frozen vegetables
spread cheese,ice cream
spread cheese,pastry
spread cheese,hygiene articles
curd cheese,frozen vegetables
curd cheese,ice cream
curd cheese,pastry
curd cheese,fruit/vegetable juice
ice cream,pastry
ice cream,coffee
ham,popcorn
ham,shopping bags
citrus fruit,frozen meals
citrus fruit,popcorn
whole milk,popcorn
dessert,frozen meals
dessert,popcorn
frozen meals,popcorn
coffee,popcorn
popcorn,shopping bags
cream cheese,flour
coffee,misc. beverages
curd,white wine
roll products,bottled water
roll products,canned beer
roll products,white wine
roll products,dish cleaner
margarine,canned beer
margarine,white wine
margarine,dish cleaner
bottled water,dish cleaner
white wine,dish cleaner
packaged fruit/vegetables,potted plants
root vegetables,cling film/bags
ice cream,bottled water
ice cream,cling film/bags
ham,bottled water
ham,salty snack
beef,white wine
grapes,chocolate
whipped/sour cream,white wine
whipped/sour cream,salty snack
domestic eggs,salty snack
domestic eggs,chocolate
white bread,white wine
pastry,chocolate
fruit/vegetable juice,chocolate
white wine,chocolate
salty snack,newspapers
pork,long life bakery product
bottled beer,long life bakery product
beverages,misc. beverages
beverages,liqueur
rolls/buns,liqueur
soda,liqueur
misc. beverages,liqueur
misc. beverages,cake bar
liqueur,cake bar
butter,shopping bags
frozen fish,shopping bags
frankfurter,turkey
turkey,ready soups
root vegetables,ready soups
yogurt,ready soups
frankfurter,popcorn
whipped/sour cream,pickled vegetables
pickled vegetables,newspapers
frankfurter,canned vegetables
pork,canned vegetables
white bread,canned vegetables
frankfurter,flour
frankfurter,chocolate
hamburger meat,sugar
butter,chocolate
butter,chocolate marshmallow
butter,dish cleaner
butter,dental care
curd,rice
curd,chocolate marshmallow
flour,mustard
flour,chocolate marshmallow
flour,dish cleaner
flour,dental care
rice,oil
rice,mustard
rice,salty snack
rice,chocolate marshmallow
rice,dish cleaner
rice,dental care
oil,sugar
oil,salty snack
sugar,mustard
sugar,salty snack
sugar,chocolate
sugar,chocolate marshmallow
sugar,dish cleaner
sugar,dental care
mustard,salty snack
mustard,dental care
salty snack,chocolate marshmallow
salty snack,dish cleaner
salty snack,dental care
chocolate,dental care
chocolate marshmallow,dish cleaner
chocolate marshmallow,dental care
dish cleaner,dental care
berries,soups
beverages,soups
soups,shopping bags
grapes,berries
grapes,potted plants
berries,potted plants
newspapers,potted plants
rolls/buns,instant coffee
coffee,instant coffee
coffee,specialty chocolate
instant coffee,salty snack
instant coffee,specialty chocolate
salty snack,specialty chocolate
specialty chocolate,potted plants
sparkling wine,dish cleaner
pastry,detergent
detergent,candles
white bread,chewing gum
grapes,hard cheese
tropical fruit,dessert
tropical fruit,salt
tropical fruit,canned beer
grapes,ice cream
grapes,salt
grapes,baking powder
grapes,canned beer
grapes,specialty chocolate
berries,salt
berries,canned beer
butter,ice cream
butter,salt
butter,baking powder
butter,canned beer
butter,potted plants
dessert,pastry
dessert,baking powder
dessert,misc. beverages
dessert,fruit/vegetable juice
dessert,specialty chocolate
dessert,potted plants
ice cream,salt
ice cream,baking powder
ice cream,misc. beverages
ice cream,specialty chocolate
ice cream,potted plants
pastry,salt
pastry,misc. beverages
pastry,specialty chocolate
salt,baking powder
salt,misc. beverages
salt,canned beer
salt,specialty chocolate
salt,potted plants
baking powder,misc. beverages
baking powder,canned beer
baking powder,specialty chocolate
baking powder,potted plants
bottled water,specialty chocolate
misc. beverages,potted plants
fruit/vegetable juice,specialty chocolate
canned beer,specialty chocolate
canned beer,potted plants
chicken,potted plants
pork,chewing gum
pork,potted plants
citrus fruit,chewing gum
whipped/sour cream,chewing gum
white bread,potted plants
chewing gum,potted plants
ice cream,newspapers
frozen meals,newspapers
onions,dessert
dessert,domestic eggs
finished products,organic sausage
finished products,sliced cheese
finished products,white bread
finished products,fruit/vegetable juice
organic sausage,sliced cheese
organic sausage,white bread
organic sausage,fruit/vegetable juice
salt,dog food
salt,long life bakery product
dog food,long life bakery product
other vegetables,canned vegetables
domestic eggs,rum
white bread,rum
brown bread,canned vegetables
brown bread,rum
canned vegetables,rum
soda,rum
tropical fruit,cat food
frankfurter,specialty cheese
citrus fruit,specialty cheese
sliced cheese,specialty cheese
specialty cheese,pastry
butter,canned fish
butter,softener
pasta,canned fish
pasta,softener
pasta,flower (seeds)
canned fish,softener
canned fish,flower (seeds)
softener,flower (seeds)
butter milk,frozen fish
frozen fish,salty snack
canned beer,chocolate
root vegetables,zwieback
packaged fruit/vegetables,zwieback
yogurt,zwieback
sliced cheese,zwieback
white bread,zwieback
brown bread,zwieback
UHT-milk,salt
UHT-milk,specialty chocolate
salt,soda
specialty chocolate,shopping bags
curd,spread cheese
spread cheese,sugar
spread cheese,canned vegetables
dessert,bottled beer
liquor,red/blush wine
sausage,soups
sausage,canned fish
citrus fruit,soups
berries,canned fish
yogurt,soups
cream cheese,soups
cream cheese,canned fish
domestic eggs,canned fish
pastry,soups
pastry,canned fish
margarine,soups
margarine,canned fish
soups,chocolate
soups,candy
canned fish,chocolate
canned fish,candy
frankfurter,mayonnaise
frankfurter,cocoa drinks
chicken,flour
chicken,mustard
chicken,cocoa drinks
chicken,salty snack
chicken,chocolate
pork,cocoa drinks
pork,salty snack
pork,seasonal products
tropical fruit,mayonnaise
tropical fruit,mustard
tropical fruit,cocoa drinks
root vegetables,cocoa drinks
other vegetables,mayonnaise
other vegetables,mustard
other vegetables,cocoa drinks
